BANK NAME,BRANCH NAME,SORT CODE
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD- ACHIMOTA,110124
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD -ADJIRIGANO BRANCH,110126
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD - Community 25,110127
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-KOFORIDUA,110215
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-ASAMANKESE BRANCH,110216
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  - KASOA BRANCH,110301
REPUBLIC BANK (GH) LTD,REPUBLIC BANK GHANA LTD-SWEDRU BRANCH,110302
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD - CAPE COAST BRANCH,110303
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-WINNEBA,110304
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-TAKORADI,110401
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-SEFWI WIAWSO,110402
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-SEFWI BEKWAI,110403
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD- JUABESO,110404
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD- AKONTOMBRA,110405
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD- ESSAM,110406
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-ASEMPANAYE,110407
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD- ASANKRAGWA,110409
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-KUMASI,110601
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-KUMASI MAGAZINE BRANCH,110604
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD- ASOKWA,110605
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-KNUST,110613
REPUBLIC BANK (GH) LTD,REPUBLIC BANK (GH) LTD-TECHIMAN,110710
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD - GOASO,110711
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD-TAMALE,110814
REPUBLIC BANK (GH) LTD,REPUBLIC BANK  (GH) LTD - BOLGA,110901
ZENITH BANK,ZENITH BANK (GH) LTD-PREMIER TOWERS,120101
ZENITH BANK,ZENITH BANK (GH) LTD-PATRICE LUMUMBA ROAD,120102
ZENITH BANK,ZENITH BANK (GH) LTD-TEMA COMMUNITY 1,120103
ZENITH BANK,ZENITH BANK GHANA LTD-KOJO THOMPSON ROAD BRANCH,120104
ZENITH BANK,ZENITH BANK GHANA LTD- SPINTEX,120105
ZENITH BANK,ZENITH BANK (GH) LTD-GRAPHIC ROAD,120106
ZENITH BANK,ZENITH BANK (GH) LTD-NORTH INDUSTRIAL AREA,120107
ZENITH BANK,ZENITH BANK (GH) LTD-LABONE,120108
ZENITH BANK,ZENITH BANK GHANA LTD-EAST LEGON,120109
ZENITH BANK,ZENITH BANK (GH) LTD-TEMA INDUSTRIAL AREA,120110
ZENITH BANK,ZENITH BANK (GH) LTD-ACHIMOTA BRANCH,120111
ZENITH BANK,ZENITH BANK (GH) LTD-AKOSOMBO BRANCH,120112
ZENITH BANK,ZENITH BANK (GH) LTD - TEMA METRO BRANCH,120113
ZENITH BANK,ZENITH BANK (GH) LTD - FREE ZONES BRANCH,120114
ZENITH BANK,ZENITH BANK (GH) LTD - TRADE FAIR BRANCH,120115
ZENITH BANK,ZENITH BANK (GH) LTD - SAKAMAN BRANCH,120116
ZENITH BANK,ZENITH BANK (GH) LTD-PREMIER TOWERS BRANCH,120117
ZENITH BANK,ZENITH BANK GHANA LTD - KOFORIDUA BRANCH,120201
ZENITH BANK,ZENITH BANK (GHANA) LTD - CAPE COAST BRANCH,120301
ZENITH BANK,ZENITH BANK (GH) LTD-TAKORADI MAIN,120401
ZENITH BANK,ZENITH BANK (GH) LTD-TAKORADI HABOUR BRANCH,120402
ZENITH BANK,ZENITH BANK (GH) LTD - TARKWA,120403
ZENITH BANK,ZENITH BANK (GH) LTD - Ho Branch,120501
ZENITH BANK,ZENITH BANK (GH) LTD-KUMASI MAIN,120601
ZENITH BANK,ZENITH BANK (GH) LTD- Adum,120602
ZENITH BANK,ZENITH BANK (GHANA) LTD - SUAME BRANCH,120603
ZENITH BANK,ZENITH BANK (GH) LTD-SUNYANI,120701
ZENITH BANK,ZENITH BANK (GH) LTD -Tamale,120801
ECOBANK GHANA LTD,ECOBANK (GH) LTD-HEAD OFFICE BRANCH BRANCH,130101
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TEMA BRANCH BRANCH,130102
ECOBANK GHANA LTD,ECOBANK (GH) LTD-RING ROAD CENTRAL BRANCH,130103
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TUDU BRANCH,130104
ECOBANK GHANA LTD,ECOBANK (GH) LTD-SILVER STAR BRANCH,130105
ECOBANK GHANA LTD,ECOBANK (GH) LTD-OSU BRANCH,130106
ECOBANK GHANA LTD,ECOBANK (GH) LTD-A AND C BRANCH,130107
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TEMA LONG ROOM BRANCH,130108
ECOBANK GHANA LTD,ECOBANK (GH) LTD-McCARTHY HILL BRANCH,130109
ECOBANK GHANA LTD,ECOBANK (GH) LTD - ROMAN RIDGE BRANCH,130110
ECOBANK GHANA LTD,ECOBANK (GH) LTD-ABEKA LAPAZ BRANCH,130111
ECOBANK GHANA LTD,ECOBANK (GH) LTD-DANSOMAN BRANCH,130112
ECOBANK GHANA LTD,ECOBANK(GH)LTD-TEMA COMMUNITY 6 BRANCH,130113
ECOBANK GHANA LTD,ECOBANK (GH) LTD-DARKUMAN BRANCH,130114
ECOBANK GHANA LTD,ECOBANK (GH) LTD-LEGON BRANCH,130115
ECOBANK GHANA LTD,ECOBANK(GH) LTD-SOUTH INDUSTRIAL AREA(SIA) BRANCH,130116
ECOBANK GHANA LTD,ECOBANK (GH) LTD-SPINTEX BRANCH,130117
ECOBANK GHANA LTD,ECOBANK (GH) LTD-ACCRA SHOPPING MALL BRANCH,130118
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TEMA SHOPPING MALL BRANCH,130119
ECOBANK GHANA LTD,ECOBANK(GH) LTD-WEIJA BRANCH,130120
ECOBANK GHANA LTD,ECOBANK (GH)LTD-ACHIMOTA MILE 7 BRANCH,130121
ECOBANK GHANA LTD,ECOBANK (GH) LTD-MADINA BRANCH,130122
ECOBANK GHANA LTD,ECOBANK(GH) LTD-HAATSOO BRANCH,130123
ECOBANK GHANA LTD,ECOBANK(GH)LTD-WESTLANDS BRANCH,130124
ECOBANK GHANA LTD,ECOBANK (GH) LTD-MOTOR WAY ROUNDABOUT BRANCH,130125
ECOBANK GHANA LTD,ECOBANK(GH)LTD-KOTOBABI BRANCH,130127
ECOBANK GHANA LTD,ECOBANK(GH) LTD-SAFE BOND BRANCH,130128
ECOBANK GHANA LTD,ECOBANK (GH) LTD-LABONE BRANCH,130129
ECOBANK GHANA LTD,ECOBANK (GH) LTD-BURMA CAMP BRANCH,130130
ECOBANK GHANA LTD,ECOBANK (GH) LTD-REINSURANCE HOUSE BRANCH,130131
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TRUST TOWERS BRANCH,130132
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TESANO BRANCH,130133
ECOBANK GHANA LTD,ECOBANK (GH) LTD-HOSPITAL ROAD BRANCH,130134
ECOBANK GHANA LTD,ECOBANK (GH) LTD-KASOA BRANCH,130135
ECOBANK GHANA LTD,ECOBANK (GH) LTD-KANTAMANTO BRANCH,130136
ECOBANK GHANA LTD,ECOBANK (GH) LTD-MADINA CENTRAL BRANCH,130137
ECOBANK GHANA LTD,ECOBANK (GH) LTD-COMMUNITY1 BRANCH,130138
ECOBANK GHANA LTD,ECOBANK (GH) LTD-SAKUMONO BRANCH,130139
ECOBANK GHANA LTD,ECOBANK (GH) LTD-HIGH STREET BRANCH,130140
ECOBANK GHANA LTD,ECOBANK (GH) LTD-KWASHIEMAN BRANCH,130141
ECOBANK GHANA LTD,ECOBANK (GH) LTD-KISSEIMAN BRANCH,130142
ECOBANK GHANA LTD,ECOBANK (GH) LTD-ACCION,130145
ECOBANK GHANA LTD,ECOBANK (GH) LTD-OPPORTUNITY INT. SAVINGS AND LOAN,130146
ECOBANK GHANA LTD,ECOBANK (GH) LTD-EAST AIRPORT BRANCH,130147
ECOBANK GHANA LTD,ECOBANK (GH) LTD-KWABENYA BRANCH,130148
ECOBANK GHANA LTD,ECOBANK (GH) LTD-OKPONGLO BRANCH,130149
ECOBANK GHANA LTD,ECOBANK (GH) LTD-ASHAIMAN BRANCH,130150
ECOBANK GHANA LTD,ECOBANK (GH) LTD - KWAME NKRUMAH AVENUE BRANCH,130153
ECOBANK GHANA LTD,ECOBANK (GH) LTD-ADEHYEMAN SAVINGS & LOAN,130154
ECOBANK GHANA LTD,ECOBANK (GH) LTD-NBFI-ADVANS GH,130161
ECOBANK GHANA LTD,ECOBANK (GH) LTD - NEW ABEKA BRANCH,130162
ECOBANK GHANA LTD,ECOBANK (GH) LTD - GOLDEN PRIDE S&L,130163
ECOBANK GHANA LTD,ECOBANK (GH) LTD - PRIVATE BANKING,130164
ECOBANK GHANA LTD,ECOBANK (GH) LTD-NEW ABIREM BRANCH,130201
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TAKORADI BRANCH,130401
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TARKWA BRANCH,130402
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TAKORADI MARKET CIRCLE BRANCH,130403
ECOBANK GHANA LTD,ECOBANK(GH) LTD-ELUBU BRANCH,130404
ECOBANK GHANA LTD,ECOBANK(GH) TAKORADI COLLINS STREET BRANCH,130405
ECOBANK GHANA LTD,ECOBANK (GH) LTD - ESIAMA BRANCH,130406
ECOBANK GHANA LTD,ECOBANK (GH) LTD-AFLAO BRANCH,130501
ECOBANK GHANA LTD,ECOBANK (GH) LTD-KUMASI HARPER ROAD BRANCH,130601
ECOBANK GHANA LTD,ECOBANK (GH) LTD-JUBILEE HOUSE BRANCH,130602
ECOBANK GHANA LTD,ECOBANK (GH) LTD-KNUST BRANCH,130603
ECOBANK GHANA LTD,ECOBANK(GH) LTD-ADUM BRANCH,130604
ECOBANK GHANA LTD,ECOBANK(GH)LTD-ABREPO JUNCTION BRANCH,130605
ECOBANK GHANA LTD,ECOBANK(GH)LTD-TAFO BRANCH,130606
ECOBANK GHANA LTD,ECOBANK (GH) LTD-ASH TOWN BRANCH,130607
ECOBANK GHANA LTD,ECOBANK(GH) LTD-KEJETIA BRANCH,130608
ECOBANK GHANA LTD,ECOBANK (GH) LTD-ABREPO MAIN BRANCH,130609
ECOBANK GHANA LTD,ECOBANK(GH) LTD-BANTAMA BRANCH,130610
ECOBANK GHANA LTD,ECOBANK (GH) LTD-STADIUM BRANCH,130611
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TANOSO BRANCH,130612
ECOBANK GHANA LTD,ECOBANK (GH) LTD-SSNIT HOUSE BRANCH,130614
ECOBANK GHANA LTD,ECOBANK (GH) LTD-SUAME BRANCH,130615
ECOBANK GHANA LTD,ECOBANK (GH) LTD-ASHTOWN EAST BRANCH,130616
ECOBANK GHANA LTD,ECOBANK (GH) LTD-KENYASI AGENCY,130701
ECOBANK GHANA LTD,ECOBANK (GH) LTD-SUNYANI BRANCH,130702
ECOBANK GHANA LTD,ECOBANK (GH) LTD-TAMALE,130801
CAL BANK LTD,CAL BANK LTD,140100
CAL BANK LTD,CAL BANK LTD - HEAD OFFICE BRANCH,140100
CAL BANK LTD,CAL BANK LTD-INDEPENDENCE AVENUE BRANCH,140101
CAL BANK LTD,CAL BANK LTD-TEMA BRANCH,140102
CAL BANK LTD,CAL BANK LTD-DERBY AVENUE BRANCH,140103
CAL BANK LTD,CAL BANK LTD-SPINTEX ROAD BRANCH,140104
CAL BANK LTD,CAL BANK LTD-GRAPHIC ROAD BRANCH,140105
CAL BANK LTD,CAL BANK LTD-TEMA HARBOUR BRANCH,140106
CAL BANK LTD,CAL BANK LTD - WEIJA BRANCH,140107
CAL BANK LTD,CAL BANK LTD - CIRCLE BRANCH,140108
CAL BANK LTD,CAL BANK LTD-LEGON BRANCH,140109
CAL BANK LTD,CAL BANK LTD-RING ROAD CENTRAL BRANCH,140110
CAL BANK LTD,CAL BANK LTD-ACHIMOTA BRANCH,140111
CAL BANK LTD,CAL BANK - OSU BRANCH,140112
CAL BANK LTD,CAL BANK LTD- COMMUNITY 25 BRANCH,140113
CAL BANK LTD,CAL BANK - EAST LEGON BRANCH,140114
CAL BANK LTD,CAL BANK - DANSOMAN BRANCH,140115
CAL BANK LTD,CAL BANK LTD-LABONE BRANCH,140116
CAL BANK LTD,CAL BANK LTD - AIRPORT CITY BRANCH,140117
CAL BANK LTD,CAL BANK LTD-AIRPORT REFINERY,140118
CAL BANK LTD,CAL BANK LTD-PRIVATE BANKING,140190
CAL BANK LTD,CAL BANK LTD - OPPORTUNITY SAVINGS & LOANS,140199
CAL BANK LTD,CAL BANK LTD-TAKORADI BRANCH,140401
CAL BANK LTD,CAL BANK LTD-TARKWA BRANCH BRANCH,140402
CAL BANK LTD,CAL BANK LTD-TAKORADI HARBOUR BRANCH,140403
CAL BANK LTD,CAL BANK LTD - ESIAMA BRANCH,140404
CAL BANK LTD,CAL BANK LTD-SEKONDI ROAD BRANCH,140405
CAL BANK LTD,CAL BANK LTD-NHYIEASO BRANCH,140601
CAL BANK LTD,CAL BANK LTD-SUAME BRANCH,140602
CAL BANK LTD,CAL BANK LTD-KEJETIA BRANCH,140603
CAL BANK LTD,CAL BANK LTD-KNUST BRANCH,140604
CAL BANK LTD,CAL BANK LTD - ASAFO BRANCH,140605
CAL BANK LTD,CAL BANK LTD-TAMALE BRANCH,140801
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC BANK LTD - EAST LEGON MAIN BRANCH,170114
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC BANK LTD - KOTOBABI BRANCH,170115
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC BANK LTD - SAKUMONO BRANCH,170116
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - AMERICAN HOUSEBRANCH,170117
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - LAPAZ BRANCH,170118
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - SAKAMAN  BRANCH,170119
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD-DWORWULU  BRANCH,170120
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD-RING ROAD BRANCH,170121
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - MADINA BRANCH,170122
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD -KASOA BRANCH,170123
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - OSU MAIN BRANCH,170124
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - TEMA COMM 1 BRANCH,170126
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - SPINTEX BRANCH 2,170127
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - 37 BRANCH,170128
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - TRADE FAIR BRANCH,170129
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC BANK LTD -SIC LIFE SAVINGS AND LOANS LIMITED,170180
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD-TADI MARKT CIRCLE BRANCH,170401
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD-KUMASI BRANCH,170601
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD-SUAME BRANCH,170602
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD -ADUM BRANCH,170603
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - MANHYIA BRANCH,170605
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - MULTICREDIT SAVINGS & LOANS LIMITED,170650
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD - TECHIMAN BRANCH,170701
FIRST ATLANTIC BANK LTD,FIRST ATLANTIC  BANK LTD -TAMALE BRANCH,170801
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-,180100
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ACCRA BRANCH,180101
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ABOSSEY OKAI BRANCH,180102
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-GICEL,180103
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-TEMA FISHING HABOUR,180104
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-MADINA BRANCH,180105
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-MAKOLA BRANCH,180107
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-RING ROAD CENTRAL BRANCH,180109
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-SPINTEX ROAD BRANCH,180110
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-TEMA COMMUNITY 1 BRANCH,180111
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-WEIJA BRANCH,180112
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-TESANO BRANCH,180113
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ZONGO JUNCTION BRANCH,180114
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ODORKOR BRANCH,180115
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ABEKA BRANCH,180116
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD - NORTH INDUSTRIAL AREA BRANCH,180117
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ADENTA BRANCH,180118
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-KWAME NKRUMAH CIRCLE,180119
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-MATAHEKO BRANCH,180120
PRUDENTIAL BANK LTD,PRUDENTIAL BANK    LTD - OKAISHIE BRANCH,180121
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD - EAST LEGON BRANCH,180122
PRUDENTIAL BANK LTD,PRUDENTIAL BANK - BAWALESHIE BRANCH,180123
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD -NUNGUA BRANCH,180124
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD- VALLEY VIEW UNIVERSITY BRANCH,180125
PRUDENTIAL BANK LTD,PRUDENTIAL BANK - UNIVERSITY OF GHANA BRANCH,180126
PRUDENTIAL BANK LTD,PRUDENTIAL BANK - TAIFA BRANCH,180127
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD- AIRPORT CITY BRANCH,180128
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-CANTONMENTS BRANCH,180129
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-GOLDEN LINK SAVINGS AND LOANS COMPANY,180199
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-KOFORIDUA BRANCH,180201
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-CAPECOAST BRANCH,180301
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-UNIV. OF CAPE COAST BRANCH,180302
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-TAKORADI HARBOUR BRANCH,180401
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-TAKORADI MARKET CIRCLE BRANCH,180402
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-KUMASI BRANCH,180601
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ADUM-KUMASI BRANCH,180602
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-AFFUL NKWANTA BRANCH,180603
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ABOABO BRANCH,180604
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-ATONSU BRANCH,180605
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-SUAME MAAKRO BRANCH,180606
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD -SANTASI ROUNDABOUT BRANCH,180607
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD - TECHIMAN BRANCH,180701
PRUDENTIAL BANK LTD,PRUDENTIAL BANK LTD-TAMALE BRANCH,180801
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-ACCRA MAIN BRANCH,190101
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-AIRPORT CITY BRANCH,190102
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-SPINTEX ROAD BRANCH,190103
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-ACCRA MALL BRANCH,190104
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-NORTH INDUSTIAL AREA BRANCH,190105
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-TEMA INDUSTRIAL AREA BRANCH,190106
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-GRAPHIC ROAD BRANCH,190107
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-MAKOLA BRANCH,190108
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-RIND ROAD BRANCH,190109
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-ACHIMOTA BRANCH,190110
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-KASOA BRANCH,190112
STANBIC BANK GHANA LTD,STANBIC BANK GH LTD - TEMA FISHING HABOUR BRANCH,190113
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-MOVENPICK BRANCH,190114
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-MADINA BRANCH,190115
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-DANSOMAN BRANCH,190116
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-ASHAIMAN BRANCH,190117
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-TEMA COMMUNITY ONE BRANCH,190118
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-EAST LEGON BRANCH,190119
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-LAPAZ BRANCH,190120
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-STANBIC HEIGHTS BRANCH,190121
STANBIC BANK GHANA LTD,STANBIC BANK GHANA - INTEGRATED PROCESSING CENTER,190122
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD - CASH CENTRE,190123
STANBIC BANK GHANA LTD,STANBIC BANK - WEST HILLS MALL BRANCH,190124
STANBIC BANK GHANA LTD,STANBIC BANK - JUNCTION MALL BRANCH,190125
STANBIC BANK GHANA LTD,STANBIC BANK - TUDU BRANCH,190127
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD - ACHIMOTA MALL BRANCH,190128
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD - LEGON BRANCH,190130
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD- SERVICES INTERGRITY SAVINGS AND LOANS LIMITED,190132
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD - AGJIRINGANOR BRANCH,190133
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-TAKORADI BRANCH,190401
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-TARKWA BRANCH,190402
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-HARPER-KUMASI BRANCH,190601
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-SUAME BRANCH,190602
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-ADUM BRANCH,190603
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-ASHTOWN BRANCH,190604
STANBIC BANK GHANA LTD,MULTI CREDIT SAVINGS AND LOANS - KUMASI,190605
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-KNUST BRANCH,190606
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD - ASOKWA BRANCH,190607
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-SUNYANI BRANCH,190701
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-TAMALE BRANCH,190801
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-BOLGATANGA BRANCH,190901
STANBIC BANK GHANA LTD,STANBIC BANK GHANA LTD-WA BRANCH,191001
FIRST BANK NIGERIA,FBN BANK LTD -MAKOLA BRANCH,200101
FIRST BANK NIGERIA,FBN BANK LTD -KASOA BRANCH,200102
FIRST BANK NIGERIA,FBN BANK LTD -TEMA BRANCH,200103
FIRST BANK NIGERIA,FBN BANK LTD -KANESHIE BRANCH,200104
FIRST BANK NIGERIA,FBN BANK LTD -RING ROAD CENTRAL BRANCH,200105
FIRST BANK NIGERIA,FBN BANK LTD -DANSOMAN BRANCH,200106
FIRST BANK NIGERIA,FBN BANK LTD -SPINTEX ROAD BRANCH,200107
FIRST BANK NIGERIA,FBN BANK LTD -SWEDRU BRANCH,200108
FIRST BANK NIGERIA,FBN BANK LTD -ACHIMOTA BRANCH,200109
FIRST BANK NIGERIA,FBN BANK LTD -SWANMILL BRANCH,200110
FIRST BANK NIGERIA,FBN BANK LTD -KORLE-BU BRANCH,200111
FIRST BANK NIGERIA,FBN BANK LTD -DOME BRANCH,200112
FIRST BANK NIGERIA,FBN BANK LTD -SANTA MARIA BRANCH,200113
FIRST BANK NIGERIA,FBN BANK LTD - SPINTEX 2 BRANCH,200114
FIRST BANK NIGERIA,FBN BANK LTD - AIRPORT BRANCH,200115
FIRST BANK NIGERIA,FBN BANK LTD -TAKORADI BRANCH,200401
FIRST BANK NIGERIA,FBN BANK LTD -ADUM BRANCH,200601
FIRST BANK NIGERIA,FBN BANK LTD -SUAME BRANCH,200602
FIRST BANK NIGERIA,FBN BANK LTD -TECHIMAN BRANCH,200701
BANK OF AFRICA,BANK OF AFRICA-FARRAR AVE BRANCH,210101
BANK OF AFRICA,BANK OF AFRICA-RIDGE BRANCH,210102
BANK OF AFRICA,BANK OF AFRICA-MAAMOBI BRANCH,210103
BANK OF AFRICA,BANK OF AFRICA-ACCRA CENTRAL BRANCH,210104
BANK OF AFRICA,BANK OF AFRICA-NEWTOWN BRANCH,210105
BANK OF AFRICA,BANK OF AFRICA-MICHEL CAMP BRANCH,210106
BANK OF AFRICA,BANK OF AFRICA-EAST LEGON BRANCH,210111
BANK OF AFRICA,BANK OF AFRICA-KWASHIEMAN BRANCH,210112
BANK OF AFRICA,BANK OF AFRICA-OSU BRANCH,210113
BANK OF AFRICA,BANK OF AFRICA-SPINTEX ROAD BRANCH,210114
BANK OF AFRICA,BANK OF AFRICA-TEMA BRANCH,210116
BANK OF AFRICA,BANK OF AFRICA- DANSOMAN BRANCH,210117
BANK OF AFRICA,BANK OF AFRICA-MADINA BRANCH,210118
BANK OF AFRICA,BANK OF AFRICA-ABOSSEY OKAI BRANCH,210119
BANK OF AFRICA,BANK OF AFRICA-WHOLESALE CENTER,210122
BANK OF AFRICA,BANK OF AFRICA-TESHIE NUNGUA BRANCH,210123
BANK OF AFRICA,BANK OF AFRICA-OPERA SQUARE BRANCH,210124
BANK OF AFRICA,BANK OF AFRICA-AIRPORT CITY BRANCH,210125
